order_line_id,order_id,customer_id,product_id,quantity,unit_price,order_ts,status,coupon_code
L0003585,O002127,C00056,P0149,1,195.12,2026-05-27 19:22:48,completed,WELCOME15
L0003586,O002127,C00056,P0014,1,122.93,2026-05-27 19:22:48,completed,
L0003587,O002128,C00380,P0117,1,82.98,2026-03-22 15:35:20,completed,
L0003588,O002128,C00380,P0099,2,41.93,2026-03-22 15:35:20,completed,
L0003589,O002129,C00685,P0166,1,87.18,2026-06-14 01:33:36,returned,
L0003590,O002130,C00381,P0012,1,35.42,2026-05-07 19:05:05,completed,
L0003591,O002131,C00626,P0111,1,266.81,2026-06-07 21:43:46,completed,
L0003592,O002131,C00626,P0001,1,69.01,2026-06-07 21:43:46,completed,
L0003593,O002131,C00626,P0163,1,51.58,2026-06-07 21:43:46,completed,
L0003594,O002131,C00626,P0017,1,53.8,2026-06-07 21:43:46,completed,
L0003595,O002132,C00291,P0064,2,356.58,2026-04-17 03:48:48,completed,
L0003596,O002133,C00824,P0076,1,196.15,2026-02-24 00:34:14,completed,WELCOME15
L0003597,O002134,C00493,P0119,1,41.62,2026-03-05 23:52:26,completed,
L0003598,O002135,C00784,P0167,1,42.41,2026-02-25 15:38:52,completed,
L0003599,O002136,C00563,P0115,1,185.96,2026-04-15 09:17:39,returned,
L0003600,O002137,C00264,P0024,2,119.83,2026-04-27 19:13:50,returned,SAVE10
L0003601,O002138,C00414,P0097,2,294.38,2026-03-21 04:12:39,COMPLETED,
L0003602,O002139,C00962,P0133,1,352.92,2026-05-26 12:17:49,returned,
L0003603,O002140,C00551,P0162,3,183.7,2026-02-27 04:36:50,completed,
L0003604,O002140,C00551,P0144,1,17.81,2026-02-27 04:36:50,completed,
L0003605,O002141,C00232,P0100,1,93.91,2026-04-07 07:31:45,returned,
L0003606,O002142,C00424,P0068,2,361.45,2026-04-10 22:56:33,completed,SAVE10
L0003607,O002143,C00703,P0096,2,267.14,2026-03-22 14:42:25,cancelled,FESTIVE20
L0003608,O002143,C00703,P0144,1,17.81,2026-03-22 14:42:25,cancelled,
L0003609,O002143,C00703,P0087,1,84.18,2026-03-22 14:42:25,cancelled,
L0003610,O002144,C00653,P0055,3,111.45,2026-06-16 20:27:16,cancelled,
L0003611,O002144,C00653,P0010,1,47.69,2026-06-16 20:27:16,cancelled,
L0003612,O002145,C00445,P0023,-1,383.08,2026-03-07 08:51:16,COMPLETED,WELCOME15
L0003613,O002146,C00467,P0024,1,119.83,2026-06-04 11:08:03,completed,SAVE10
L0003614,O002146,C00467,P0169,1,60.52,2026-06-04 11:08:03,completed,SAVE10
L0003615,O002147,C00643,P0161,1,340.84,2026-01-08 07:20:56,returned,
L0003616,O002148,C00853,P0053,1,222.95,2026-02-23 18:32:55,completed,FESTIVE20
L0003617,O002149,C00709,P0011,3,64.02,2026-06-02 08:08:13,completed,
L0003618,O002150,C00503,P0118,3,85.18,2026-01-02 11:09:08,returned,
L0003619,O002151,C00786,P0181,1,37.31,2026-04-12 19:38:01,completed,WELCOME15
L0003620,O002152,C00116,P0002,1,244.41,2026-03-07 10:57:32,COMPLETED,FESTIVE20
L0003621,O002152,C00116,P0190,2,40.05,2026-03-07 10:57:32,COMPLETED,
L0003622,O002152,C00116,P0110,1,27.62,2026-03-07 10:57:32,COMPLETED,
L0003623,O002152,C00116,P0036,1,285.22,2026-03-07 10:57:32,COMPLETED,FESTIVE20
L0003624,O002153,C00823,P0012,1,35.42,2026-02-27 14:07:18,completed,
L0003625,O002153,C00823,P0114,1,58.18,2026-02-27 14:07:18,completed,
L0003626,O002153,C00823,P0109,1,21.14,2026-02-27 14:07:18,completed,WELCOME15
L0003627,O002154,C00180,P0006,1,229.55,2026-02-07 12:05:57,completed,
L0003628,O002155,C00334,P0104,1,349.17,2026-03-11 04:26:29,completed,FESTIVE20
L0003629,O002155,C00334,P0037,1,50.23,2026-03-11 04:26:29,completed,SAVE10
L0003630,O002156,C00008,P0001,1,69.01,2026-03-24 21:59:27,returned,
L0003631,O002157,C00995,P0052,2,292.57,2026-02-03 22:33:05,completed,
L0003632,O002157,C00995,P0049,1,328.59,2026-02-03 22:33:05,completed,
L0003633,O002158,C00942,P0180,1,187.3,2026-02-01 20:55:23,completed,
L0003634,O002158,C00942,P0108,1,30.53,2026-02-01 20:55:23,completed,
L0003635,O002159,C00596,P0070,1,192.4,2026-03-07 04:55:06,cancelled,
L0003636,O002160,C00542,P0009,1,105.65,2026-03-21 21:21:47,completed,
L0003637,O002161,C00313,P0073,1,151.58,2026-05-17 01:49:20,COMPLETED,SAVE10
L0003638,O002162,C00230,P0078,1,264.4,2026-04-07 07:00:20,completed,
L0003638,O002162,C00230,P0078,1,264.4,2026-04-07 07:00:20,completed,
L0003639,O002163,C00840,P0009,1,105.65,2026-05-10 03:25:49,completed,
L0003640,O002163,C00840,P0119,1,41.62,2026-05-10 03:25:49,completed,
L0003641,O002163,C00840,P0029,2,266.76,2026-05-10 03:25:49,completed,SAVE10
L0003642,O002164,C00895,P0161,2,340.84,2026-05-06 17:57:43,completed,FESTIVE20
L0003643,O002164,C00895,P0165,2,63.33,2026-05-06 17:57:43,completed,SAVE10
L0003644,O002164,C00895,P0028,1,225.44,2026-05-06 17:57:43,completed,FESTIVE20
L0003645,O002165,C00364,P0196,2,19.53,2026-05-04 15:47:15,cancelled,
L0003646,O002166,C00739,P0064,2,356.58,2026-03-27 18:05:49,completed,
L0003647,O002167,C00217,P0186,1,384.65,2026-04-10 20:31:01,returned,WELCOME15
L0003648,O002167,C00217,P0184,2,233.55,2026-04-10 20:31:01,returned,
L0003649,O002168,C00891,P0120,1,398.32,2026-03-27 04:47:21,returned,FESTIVE20
L0003650,O002168,C00891,P0098,2,148.36,2026-03-27 04:47:21,returned,
L0003651,O002168,C00891,P0101,1,97.48,2026-03-27 04:47:21,returned,
L0003652,O002169,C00902,P0170,2,144.48,2026-06-11 13:09:41,cancelled,WELCOME15
L0003653,O002170,C00132,P0006,2,229.55,2026-06-22 12:50:47,completed,
L0003654,O002171,C00908,P0001,2,69.01,2026-02-14 00:37:41,completed,
L0003655,O002171,C00908,P0013,1,63.73,2026-02-14 00:37:41,completed,
L0003656,O002171,C00908,P0128,1,167.67,2026-02-14 00:37:41,completed,
L0003657,O002172,C00353,P0013,1,63.73,2026-06-22 22:33:29,completed,FESTIVE20
L0003658,O002172,C00353,P0099,1,41.93,2026-06-22 22:33:29,completed,
L0003659,O002172,C00353,P0086,1,199.71,2026-06-22 22:33:29,completed,WELCOME15
L0003660,O002173,C00029,P0145,1,33.41,2026-04-15 06:40:20,returned,
L0003661,O002173,C00029,P0091,2,107.19,2026-04-15 06:40:20,returned,
L0003662,O002174,C00378,P0188,1,82.45,2026-04-08 23:53:36,cancelled,
L0003663,O002174,C00378,P0013,1,63.73,2026-04-08 23:53:36,cancelled,
L0003664,O002175,C00765,P0031,1,356.97,2026-03-26 23:33:26,cancelled,
L0003665,O002176,C00509,P0158,3,317.86,2026-03-17 14:18:31,completed,SAVE10
L0003666,O002177,C00315,P0032,1,196.06,2026-02-18 07:23:24,returned,
L0003667,O002178,C00863,P0148,1,153.07,2026-01-20 06:03:44,completed,WELCOME15
L0003668,O002179,C00115,P0174,1,41.31,2026-05-03 18:26:37,returned,
L0003669,O002180,C00569,P0189,2,48.25,2026-04-18 06:02:20,cancelled,FESTIVE20
L0003670,O002181,C00242,P0173,1,165.87,2026-03-27 10:11:27,cancelled,FESTIVE20
L0003671,O002182,C00517,P0051,1,83.38,2026-01-04 05:35:10,completed,SAVE10
L0003672,O002182,C00517,P0060,1,172.56,2026-01-04 05:35:10,completed,
L0003673,O002183,C00141,P0003,2,41.1,2026-05-08 02:28:41,completed,
L0003674,O002184,C00831,P0170,1,144.48,2026-04-12 20:41:03,completed,FESTIVE20
L0003675,O002185,C00577,P0165,1,63.33,2026-01-15 09:13:04,completed,SAVE10
L0003676,O002186,C00948,P0037,2,50.23,2026-06-03 02:44:21,completed,FESTIVE20
L0003677,O002186,C00948,P0159,1,319.64,2026-06-03 02:44:21,completed,
L0003678,O002186,C00948,P0049,1,328.59,2026-06-03 02:44:21,completed,SAVE10
L0003679,O002187,C00361,P0097,2,294.38,2026-04-06 19:16:12,completed,FESTIVE20
L0003680,O002188,C00826,P0149,1,195.12,2026-05-18 10:20:01,completed,
L0003681,O002189,C00109,P0192,1,78.39,2026-01-26 22:04:01,completed,
L0003682,O002190,C00358,P0019,1,244.98,2026-03-27 18:09:07,completed,WELCOME15
L0003683,O002191,C00961,P0083,1,184.92,2026-05-21 03:13:09,cancelled,
L0003684,O002192,C00910,P0077,1,255.59,2026-06-03 03:05:20,cancelled,WELCOME15
L0003685,O002192,C00910,P0024,2,119.83,2026-06-03 03:05:20,cancelled,WELCOME15
L0003686,O002192,C00910,P0176,1,152.07,2026-06-03 03:05:20,cancelled,
L0003687,O002193,C00964,P0060,1,172.56,2026-03-11 09:26:10,completed,
L0003688,O002193,C00964,P0160,2,59.27,2026-03-11 09:26:10,completed,
L0003689,O002193,C00964,P0064,1,356.58,2026-03-11 09:26:10,completed,
L0003690,O002193,C00964,P0022,2,95.39,2026-03-11 09:26:10,completed,
L0003691,O002194,C00235,P0067,1,24.71,2026-03-13 12:58:03,returned,
L0003692,O002194,C00235,P0013,1,63.73,2026-03-13 12:58:03,returned,
L0003693,O002194,C00235,P0135,2,83.39,2026-03-13 12:58:03,returned,
L0003694,O002195,C00592,P0189,1,48.25,2026-03-04 12:12:21,COMPLETED,
L0003694,O002195,C00592,P0189,1,48.25,2026-03-04 12:12:21,COMPLETED,
L0003695,O002195,C00592,P0044,1,347.14,2026-03-04 12:12:21,COMPLETED,
L0003696,O002196,C00409,P0022,1,95.39,2026-01-13 16:02:57,returned,SAVE10
L0003697,O002197,C00197,P0133,1,352.92,2026-02-22 06:27:25,completed,
L0003698,O002198,C00442,P0096,2,267.14,2026-06-25 10:35:07,completed,
L0003699,O002199,C00721,P0150,2,228.65,2026-03-06 23:51:19,returned,
L0003700,O002200,C00164,P0193,1,294.03,2026-05-19 19:17:32,completed,SAVE10
L0003701,O002201,C00407,P0040,1,121.0,2026-05-19 06:37:07,completed,
L0003702,O002202,C00841,P0130,1,191.99,2026-06-01 03:28:19,completed,
L0003703,O002202,C00841,P0129,1,208.4,2026-06-01 03:28:19,completed,WELCOME15
L0003704,O002203,C00640,P0154,1,229.35,2026-03-18 02:44:34,completed,WELCOME15
L0003705,O002203,C00640,P0172,1,290.28,2026-03-18 02:44:34,completed,
L0003706,O002203,C00640,P0080,3,117.36,2026-03-18 02:44:34,completed,
L0003707,O002204,C00990,P0026,1,106.77,2026-03-07 04:46:07,returned,SAVE10
L0003708,O002204,C00990,P0056,1,30.69,2026-03-07 04:46:07,returned,WELCOME15
L0003709,O002204,C00990,P0137,2,392.14,2026-03-07 04:46:07,returned,
L0003710,O002205,C00557,P0065,1,140.72,2026-03-23 00:46:08,completed,WELCOME15
L0003711,O002205,C00557,P0021,1,136.88,2026-03-23 00:46:08,completed,
L0003711,O002205,C00557,P0021,1,136.88,2026-03-23 00:46:08,completed,
L0003712,O002205,C00557,P0036,1,285.22,2026-03-23 00:46:08,completed,
L0003713,O002206,C00550,P0035,1,59.64,2026-04-15 01:52:28,completed,
L0003714,O002207,C00650,P0110,2,27.62,2026-06-22 18:48:34,completed,FESTIVE20
L0003715,O002207,C00650,P0139,2,40.11,2026-06-22 18:48:34,completed,FESTIVE20
L0003716,O002207,C00650,P0035,1,59.64,2026-06-22 18:48:34,completed,FESTIVE20
L0003717,O002208,C00183,P0095,2,55.31,2026-03-27 22:03:01,completed,
L0003718,O002208,C00183,P0194,1,250.06,2026-03-27 22:03:01,completed,FESTIVE20
L0003719,O002209,C00149,P0075,2,154.23,2026-03-26 14:51:08,completed,WELCOME15
L0003720,O002210,C00683,P0193,2,294.03,2026-05-19 21:13:37,completed,
L0003721,O002210,C00683,P0082,1,210.85,2026-05-19 21:13:37,completed,
L0003722,O002210,C00683,P0027,2,176.82,2026-05-19 21:13:37,completed,
L0003723,O002211,C00524,P0118,1,85.18,2026-05-07 12:41:12,cancelled,WELCOME15
L0003724,O002211,C00524,P0123,2,106.28,2026-05-07 12:41:12,cancelled,
L0003725,O002212,C00667,P0095,1,55.31,2026-02-12 14:49:41,COMPLETED,
L0003726,O002212,C00667,P0186,1,384.65,2026-02-12 14:49:41,COMPLETED,
L0003727,O002213,C00667,P0121,-1,257.46,2026-02-11 07:19:45,completed,
L0003728,O002214,C00384,P0157,1,310.93,2026-01-24 17:35:58,completed,WELCOME15
L0003729,O002214,C00384,P0089,1,163.94,2026-01-24 17:35:58,completed,WELCOME15
L0003730,O002215,C00425,P0092,1,389.17,2026-02-25 02:15:34,completed,
L0003731,O002215,C00425,P0190,1,40.05,2026-02-25 02:15:34,completed,
L0003732,O002215,C00425,P0095,1,55.31,2026-02-25 02:15:34,completed,SAVE10
L0003733,O002216,C00837,P0149,1,195.12,2026-02-23 01:47:20,RETURNED,SAVE10
L0003734,O002217,C00766,P0059,3,138.44,2026-06-04 00:38:26,completed,WELCOME15
L0003735,O002218,C00775,P0126,1,107.67,2026-03-24 19:00:54,completed,
L0003736,O002219,C00268,P0011,-1,64.02,2026-02-14 22:31:53,returned,
L0003737,O002220,C00846,P0113,1,319.88,2026-06-06 06:40:52,returned,
L0003738,O002221,C00882,P0031,1,356.97,2026-03-22 14:47:43,cancelled,
L0003739,O002222,C00325,P0023,1,383.08,2026-05-14 07:48:54,completed,
L0003740,O002223,C00108,P0197,1,192.41,2026-01-18 16:25:10,COMPLETED,
L0003741,O002224,C00027,P0141,3,259.98,2026-01-08 17:06:32,completed,
L0003742,O002225,C00940,P0140,1,51.77,2026-01-05 02:32:09,COMPLETED,
L0003743,O002226,C00269,P0162,1,183.7,2026-04-03 13:40:35,completed,
L0003744,O002226,C00269,P0156,1,104.41,2026-04-03 13:40:35,completed,
L0003745,O002227,C00132,P0053,1,222.95,2026-01-09 06:41:19,cancelled,
L0003746,O002228,C00422,P0004,1,89.69,2026-03-03 01:51:01,completed,
L0003747,O002229,C00241,P0121,2,257.46,2026-03-12 10:47:29,returned,
L0003748,O002230,C00131,P0126,1,107.67,2026-06-08 19:22:27,cancelled,
L0003749,O002230,C00131,P0196,1,19.53,2026-06-08 19:22:27,cancelled,FESTIVE20
L0003750,O002231,C00928,P0056,1,30.69,2026-04-16 13:30:47,completed,FESTIVE20
L0003751,O002231,C00928,P0033,2,204.87,2026-04-16 13:30:47,completed,
L0003752,O002231,C00928,P0147,1,158.96,2026-04-16 13:30:47,completed,FESTIVE20
L0003753,O002232,C00820,P0151,1,100.51,2026-02-02 08:32:30,COMPLETED,SAVE10
L0003754,O002233,C00420,P0030,1,29.84,2026-05-26 02:41:47,completed,
L0003755,O002234,C00998,P0163,2,51.58,2026-05-22 12:49:19,cancelled,SAVE10
L0003756,O002235,C00825,P0164,1,354.25,2026-03-17 10:39:12,returned,WELCOME15
L0003757,O002235,C00825,P0009,1,105.65,2026-03-17 10:39:12,returned,
L0003758,O002235,C00825,P0154,1,229.35,2026-03-17 10:39:12,returned,
L0003759,O002235,C00825,P0115,1,185.96,2026-03-17 10:39:12,returned,SAVE10
L0003760,O002236,C00966,P0014,2,122.93,2026-04-08 16:20:54,completed,
L0003761,O002237,C00202,P0175,1,210.57,2026-04-18 21:17:11,completed,SAVE10
L0003762,O002238,C00690,P0133,2,352.92,2026-03-09 09:59:48,completed,WELCOME15
L0003763,O002238,C00690,P0179,3,117.15,2026-03-09 09:59:48,completed,
L0003764,O002238,C00690,P0187,1,358.29,2026-03-09 09:59:48,completed,
L0003765,O002239,C00033,P0006,2,229.55,2026-06-02 14:49:08,cancelled,
L0003766,O002239,C00033,P0018,-1,360.22,2026-06-02 14:49:08,cancelled,
L0003767,O002239,C00033,P0028,1,225.44,2026-06-02 14:49:08,cancelled,SAVE10
L0003768,O002240,C00551,P0142,1,33.62,2026-06-01 08:06:56,completed,FESTIVE20
L0003769,O002240,C00551,P0108,1,30.53,2026-06-01 08:06:56,completed,
L0003770,O002240,C00551,P0111,1,266.81,2026-06-01 08:06:56,completed,
L0003771,O002240,C00551,P0128,1,167.67,2026-06-01 08:06:56,completed,
L0003772,O002241,C00425,P0004,1,89.69,2026-04-03 03:51:01,completed,
L0003773,O002242,C00796,P0063,1,187.56,2026-01-23 09:42:18,completed,WELCOME15
L0003774,O002243,C00792,P0174,1,41.31,2026-05-19 19:55:30,cancelled,
L0003775,O002243,C00792,P0015,1,51.65,2026-05-19 19:55:30,cancelled,
L0003776,O002244,C00104,P0037,1,50.23,2026-04-15 19:38:56,cancelled,
L0003777,O002244,C00104,P0006,1,229.55,2026-04-15 19:38:56,cancelled,
L0003778,O002245,C00958,P0035,1,59.64,2026-06-07 01:05:32,completed,
L0003779,O002246,C00706,P0021,2,136.88,2026-04-27 11:06:32,completed,FESTIVE20
L0003780,O002247,C00252,P0098,2,148.36,2026-03-08 14:17:12,cancelled,FESTIVE20
L0003781,O002248,C00996,P0040,1,121.0,2026-06-11 06:24:08,completed,
L0003782,O002248,C00996,P0067,1,24.71,2026-06-11 06:24:08,completed,
L0003783,O002249,C00857,P0103,1,29.93,2026-01-21 04:01:24,completed,
L0003784,O002250,C00034,P0109,2,21.14,2026-03-28 04:11:04,cancelled,FESTIVE20
L0003785,O002251,C00969,P0109,1,21.14,2026-02-24 11:52:12,returned,WELCOME15
L0003786,O002252,C00702,P0106,2,139.53,2026-03-22 19:36:45,returned,
L0003787,O002252,C00702,P0085,1,306.87,2026-03-22 19:36:45,returned,FESTIVE20
L0003788,O002253,C00899,P0016,1,30.29,2026-03-18 04:25:33,completed,
L0003789,O002253,C00899,P0149,2,195.12,2026-03-18 04:25:33,completed,
L0003790,O002254,C00188,P0131,1,63.04,2026-02-05 06:22:35,completed,
L0003791,O002254,C00188,P0189,3,48.25,2026-02-05 06:22:35,completed,SAVE10
L0003792,O002254,C00188,P0044,1,347.14,2026-02-05 06:22:35,completed,
L0003793,O002255,C00949,P0176,2,152.07,2026-04-11 01:55:31,cancelled,FESTIVE20
L0003794,O002256,C00370,P0122,1,57.05,2026-03-26 09:58:08,completed,FESTIVE20
L0003795,O002256,C00370,P0071,1,248.02,2026-03-26 09:58:08,completed,
L0003796,O002257,C00252,P0146,1,19.04,2026-01-10 13:18:51,COMPLETED,
L0003797,O002258,C00560,P0128,1,167.67,2026-04-05 23:42:29,completed,
L0003798,O002258,C00560,P0144,1,17.81,2026-04-05 23:42:29,completed,
L0003799,O002259,C00389,P0120,1,398.32,2026-01-19 03:08:07,completed,SAVE10
L0003800,O002260,C00363,P0158,2,317.86,2026-06-07 19:27:02,completed,
L0003801,O002261,C00648,P0093,1,150.84,2026-06-09 14:01:28,returned,
L0003802,O002261,C00648,P0076,1,196.15,2026-06-09 14:01:28,returned,WELCOME15
L0003803,O002261,C00648,P0056,1,30.69,2026-06-09 14:01:28,returned,
L0003804,O002261,C00648,P0060,2,172.56,2026-06-09 14:01:28,returned,
L0003805,O002262,C00650,P0040,1,121.0,2026-05-17 16:16:17,completed,
L0003806,O002262,C00650,P0128,1,167.67,2026-05-17 16:16:17,completed,
L0003807,O002263,C00744,P0091,2,107.19,2026-03-11 09:38:44,cancelled,
L0003808,O002263,C00744,P0186,1,384.65,2026-03-11 09:38:44,cancelled,
L0003809,O002264,C00896,P0059,1,138.44,2026-03-22 23:55:42,completed,
L0003810,O002265,C00287,P0122,1,57.05,2026-01-06 06:38:13,completed,FESTIVE20
L0003811,O002265,C00287,P0070,2,192.4,2026-01-06 06:38:13,completed,
L0003812,O002265,C00287,P0072,2,27.53,2026-01-06 06:38:13,completed,WELCOME15
L0003813,O002266,C00376,P0005,1,281.95,2026-01-03 05:35:24,completed,
L0003814,O002266,C00376,P0034,1,277.67,2026-01-03 05:35:24,completed,
L0003815,O002266,C00376,P0167,1,42.41,2026-01-03 05:35:24,completed,SAVE10
L0003816,O002266,C00376,P0044,2,347.14,2026-01-03 05:35:24,completed,
L0003817,O002267,C00954,P0179,1,117.15,2026-04-16 15:50:17,completed,
L0003818,O002268,C00902,P0156,1,104.41,2026-04-07 23:50:08,cancelled,
L0003819,O002268,C00902,P0089,1,163.94,2026-04-07 23:50:08,cancelled,
L0003820,O002268,C00902,P0001,1,69.01,2026-04-07 23:50:08,cancelled,
L0003821,O002268,C00902,P0050,2,96.53,2026-04-07 23:50:08,cancelled,
L0003822,O002269,C00714,P0088,1,162.05,2026-05-13 18:42:50,completed,FESTIVE20
L0003823,O002269,C00714,P0092,1,389.17,2026-05-13 18:42:50,completed,
L0003824,O002269,C00714,P0092,1,389.17,2026-05-13 18:42:50,completed,
L0003825,O002270,C00465,P0060,1,172.56,2026-02-01 21:51:36,COMPLETED,
L0003826,O002270,C00465,P0034,1,277.67,2026-02-01 21:51:36,COMPLETED,
L0003827,O002271,C00282,P0176,1,152.07,2026-01-24 09:33:21,completed,SAVE10
L0003828,O002271,C00282,P0179,1,117.15,2026-01-24 09:33:21,completed,
L0003829,O002272,C00734,P0161,1,340.84,2026-01-01 19:03:30,completed,
L0003830,O002272,C00734,P0032,1,196.06,2026-01-01 19:03:30,completed,
L0003831,O002273,C00252,P0054,1,41.81,2026-05-21 22:20:36,completed,SAVE10
L0003832,O002274,C00929,P0159,1,319.64,2026-05-17 23:29:22,completed,
L0003833,O002275,C00839,P0073,3,151.58,2026-05-17 17:03:50,completed,FESTIVE20
L0003834,O002275,C00839,P0044,3,347.14,2026-05-17 17:03:50,completed,
L0003835,O002275,C00839,P0057,3,22.09,2026-05-17 17:03:50,completed,
L0003836,O002276,C00641,P0088,1,162.05,2026-05-14 15:41:22,returned,SAVE10
L0003837,O002277,C00006,P0113,1,319.88,2026-05-11 18:48:06,completed,
L0003838,O002278,C00637,P0027,1,176.82,2026-03-22 12:08:28,completed,
L0003839,O002278,C00637,P0177,1,322.68,2026-03-22 12:08:28,completed,
L0003840,O002278,C00637,P0058,1,47.04,2026-03-22 12:08:28,completed,
L0003841,O002278,C00637,P0083,3,184.92,2026-03-22 12:08:28,completed,
L0003842,O002279,C00150,P0052,2,292.57,2026-01-16 12:16:42,completed,
L0003843,O002279,C00150,P0184,2,233.55,2026-01-16 12:16:42,completed,WELCOME15
L0003844,O002280,C00992,P0145,1,33.41,2026-01-15 17:57:43,returned,SAVE10
L0003845,O002280,C00992,P0115,1,185.96,2026-01-15 17:57:43,returned,
L0003846,O002281,C00089,P0110,1,27.62,2026-01-13 20:51:59,completed,
L0003847,O002282,C00640,P0122,1,57.05,2026-02-21 18:28:34,returned,
L0003848,O002283,C00218,P0038,3,94.69,2026-01-14 23:17:22,cancelled,
L0003849,O002284,C00959,P0151,1,100.51,2026-04-18 00:17:28,completed,SAVE10
L0003850,O002285,C00522,P0151,1,100.51,2026-04-12 12:50:37,completed,
L0003851,O002285,C00522,P0057,1,22.09,2026-04-12 12:50:37,completed,
L0003852,O002285,C00522,P0054,3,41.81,2026-04-12 12:50:37,completed,FESTIVE20
L0003853,O002286,C00373,P0088,1,162.05,2026-04-16 05:04:09,COMPLETED,SAVE10
L0003854,O002286,C00373,P0030,1,29.84,2026-04-16 05:04:09,COMPLETED,
L0003855,O002287,C00186,P0001,2,69.01,2026-03-25 12:24:01,completed,SAVE10
L0003856,O002287,C00186,P0138,1,393.73,2026-03-25 12:24:01,completed,
L0003857,O002288,C00211,P0168,1,92.75,2026-01-07 08:04:52,completed,SAVE10
L0003858,O002289,C00959,P0185,2,38.0,2026-05-09 19:56:43,returned,
L0003859,O002290,C00821,P0072,2,27.53,2026-01-14 01:01:31,completed,
L0003860,O002291,C00033,P0080,2,117.36,2026-01-26 08:46:37,completed,
L0003861,O002291,C00033,P0144,1,17.81,2026-01-26 08:46:37,completed,WELCOME15
L0003862,O002292,C00933,P0182,1,160.32,2026-06-15 13:11:55,completed,
L0003863,O002292,C00933,P0190,1,40.05,2026-06-15 13:11:55,completed,SAVE10
L0003864,O002292,C00933,P0112,1,291.53,2026-06-15 13:11:55,completed,
L0003865,O002293,C00553,P0060,1,172.56,2026-06-16 09:04:17,completed,
L0003866,O002294,C00752,P0147,1,158.96,2026-05-17 16:30:11,completed,
L0003867,O002295,C00731,P0041,1,49.51,2026-02-19 18:53:51,returned,
L0003867,O002295,C00731,P0041,1,49.51,2026-02-19 18:53:51,returned,
L0003868,O002295,C00731,P0179,2,117.15,2026-02-19 18:53:51,returned,
L0003869,O002296,C00142,P0090,1,375.83,2026-06-23 00:18:45,completed,FESTIVE20
L0003870,O002297,C00850,P0076,1,196.15,2026-06-09 03:46:29,cancelled,
L0003871,O002298,C00914,P0126,3,107.67,2026-01-13 21:52:47,completed,FESTIVE20
L0003872,O002298,C00914,P0103,3,29.93,2026-01-13 21:52:47,completed,FESTIVE20
L0003873,O002299,C00395,P0129,1,208.4,2026-04-28 08:30:25,completed,SAVE10
L0003874,O002300,C00144,P0094,1,77.96,2026-05-14 09:21:56,completed,FESTIVE20
L0003875,O002301,C00608,P0043,1,70.65,2026-05-17 15:09:29,completed,
L0003876,O002302,C00568,P0120,2,398.32,2026-03-23 01:26:56,returned,
L0003877,O002302,C00568,P0111,2,266.81,2026-03-23 01:26:56,returned,
L0003878,O002302,C00568,P0098,2,148.36,2026-03-23 01:26:56,returned,
L0003879,O002303,C00882,P0064,1,356.58,2026-04-07 18:02:15,completed,
L0003880,O002304,C00195,P0029,2,266.76,2026-05-27 07:15:52,completed,
L0003881,O002305,C00411,P0035,1,59.64,2026-03-09 16:34:20,completed,SAVE10
L0003882,O002306,C00403,P0089,1,163.94,2026-01-11 02:17:12,completed,
L0003883,O002306,C00403,P0116,3,23.68,2026-01-11 02:17:12,completed,
L0003884,O002306,C00403,P0117,2,82.98,2026-01-11 02:17:12,completed,
L0003885,O002307,C00337,P0053,2,222.95,2026-03-13 13:58:39,completed,SAVE10
L0003886,O002308,C00763,P0084,3,340.02,2026-05-14 21:16:04,completed,WELCOME15
L0003887,O002308,C00763,P0178,1,114.01,2026-05-14 21:16:04,completed,
L0003888,O002308,C00763,P0189,1,48.25,2026-05-14 21:16:04,completed,
L0003889,O002309,C00957,P0101,2,97.48,2026-05-10 20:30:26,cancelled,
L0003890,O002309,C00957,P0135,2,83.39,2026-05-10 20:30:26,cancelled,
L0003891,O002310,C00605,P0013,1,63.73,2026-04-07 13:30:36,cancelled,
L0003892,O002310,C00605,P0127,2,230.01,2026-04-07 13:30:36,cancelled,
L0003893,O002310,C00605,P0159,1,319.64,2026-04-07 13:30:36,cancelled,
L0003894,O002311,C00193,P0094,1,77.96,2026-05-22 14:10:06,completed,
L0003895,O002311,C00193,P0091,2,107.19,2026-05-22 14:10:06,completed,WELCOME15
L0003896,O002311,C00193,P0079,2,218.8,2026-05-22 14:10:06,completed,
L0003897,O002312,C00188,P0061,1,211.03,2026-02-02 03:25:21,completed,SAVE10
L0003898,O002312,C00188,P0040,1,121.0,2026-02-02 03:25:21,completed,
L0003899,O002313,C00331,P0081,1,163.83,2026-02-22 17:05:17,completed,
L0003900,O002313,C00331,P0071,2,248.02,2026-02-22 17:05:17,completed,
L0003901,O002314,C00290,P0195,3,49.1,2026-05-10 06:48:22,completed,
L0003902,O002315,C00253,P0120,1,398.32,2026-02-17 01:54:37,cancelled,
L0003903,O002315,C00253,P0078,3,264.4,2026-02-17 01:54:37,cancelled,
L0003904,O002316,C00930,P0085,2,306.87,2026-05-01 14:30:06,cancelled,
L0003905,O002317,C00133,P0113,1,319.88,2026-04-16 20:41:14,completed,FESTIVE20
L0003906,O002318,C00366,P0025,1,279.23,2026-04-08 10:20:19,returned,WELCOME15
L0003907,O002319,C00109,P0069,1,279.16,2026-03-22 07:37:13,returned,
L0003908,O002320,C00985,P0057,1,22.09,2026-01-12 01:59:41,completed,
